Age of air (ybp)	Temperature anomaly (deg. C)	Carbon dioxide concentration (ppm)
149679	-7.64	197.9545455
149789	-7.61	196.9454545
149899	-7.57	195.9363636
150008	-7.34	194.9272727
150116	-7.33	193.9181818
150224	-7.54	192.9090909
150303	-7.44	191.9
150333	-7.34	190.4
150423	-7.135	188.9
150440	-6.93	189.68
150545	-6.96	190.46
150653	-7.43	191.24
150762	-7.41	192.02
150868	-6.75	192.8
150972	-6.61	193.58
151076	-6.86	194.36
151181	-6.91	195.14
151287	-6.91	195.92
151393	-7.22	196.7
151502	-7.42	197.48
151611	-7.38	198.26
151721	-7.4	199.04
151832	-7.82	199.82
151854	-7.855	200.6
151945	-7.89	200.1166667
152058	-7.89	199.6333333
152171	-7.69	199.15
152283	-7.77	198.6666667
152398	-8.15	198.1833333
152513	-8.08	197.7
152628	-7.86	197.2166667
152740	-7.64	196.7333333
152852	-7.49	196.25
152963	-7.67	195.7666667
153076	-7.64	195.2833333
153188	-7.78	194.8
153301	-7.68	194.3166667
153412	-7.23	193.8333333
153523	-7.61	193.35
153637	-8.06	192.8666667
153753	-8.1	192.3833333
153868	-7.74	191.9
153981	-7.62	191.4166667
154094	-7.72	190.9333333
154207	-7.64	190.45
154322	-8.14	189.9666667
154438	-7.86	189.4833333
154471	-7.615	189
154551	-7.37	188.5625
154664	-7.85	188.125
154783	-9	187.6875
154907	-8.8	187.25
155029	-8.53	186.8125
155151	-8.84	186.375
155271	-8.06	185.9375
155299	-8.07	185.5
155388	-8.08	186
155506	-8.21	186.5
155625	-8.4	187
155707	-8.145	187.5
155743	-7.89	187.8930233
155861	-8.37	188.2860465
155983	-8.87	188.6790698
156105	-8.28	189.072093
156225	-8.5	189.4651163
156349	-9.08	189.8581395
156473	-8.54	190.2511628
156593	-8.17	190.644186
156714	-8.52	191.0372093
156835	-8.49	191.4302326
156957	-8.55	191.8232558
157080	-8.58	192.2162791
157202	-8.5	192.6093023
157324	-8.59	193.0023256
157444	-7.84	193.3953488
157560	-7.69	193.7883721
157677	-7.91	194.1813953
157793	-7.67	194.5744186
157909	-7.75	194.9674419
158026	-7.93	195.3604651
158140	-6.97	195.7534884
158250	-6.93	196.1465116
158359	-6.63	196.5395349
158469	-7.13	196.9325581
158584	-8.05	197.3255814
158702	-7.62	197.7186047
158815	-7.07	198.1116279
158925	-6.62	198.5046512
159033	-6.72	198.8976744
159139	-5.89	199.2906977
159240	-5.27	199.6837209
159340	-5.63	200.0767442
159444	-6.58	200.4697674
159548	-5.36	200.8627907
159651	-6.27	201.255814
159757	-6.37	201.6488372
159865	-6.54	202.0418605
159971	-5.94	202.4348837
160076	-6.25	202.827907
160184	-6.76	203.2209302
160293	-6.67	203.6139535
160403	-6.78	204.0069767
160494	-6.785	204.4
160514	-6.79	203.0833333
160626	-7.4	201.7666667
160740	-6.85	200.45
160851	-7.07	199.1333333
160963	-6.79	197.8166667
161037	-7.135	196.5
161077	-7.48	196.2421053
161192	-7.34	195.9842105
161308	-7.52	195.7263158
161427	-7.97	195.4684211
161545	-7.41	195.2105263
161661	-7.38	194.9526316
161776	-7.03	194.6947368
161890	-7.25	194.4368421
162005	-7.18	194.1789474
162117	-6.6	193.9210526
162227	-6.6	193.6631579
162336	-6.22	193.4052632
162440	-5.46	193.1473684
162543	-5.59	192.8894737
162649	-6.6	192.6315789
162759	-6.42	192.3736842
162867	-6.14	192.1157895
162976	-6.52	191.8578947
162996	-6.885	191.6
163089	-7.25	191.3
163204	-7.03	191
163318	-7.05	190.7
163432	-7	190.4
163522	-6.905	190.1
163546	-6.81	189.675
163660	-7.23	189.25
163777	-7.39	188.825
163896	-7.66	188.4
164016	-7.76	187.975
164136	-7.58	187.55
164258	-8.26	187.125
164341	-8.36	186.7
164385	-8.46	186.3777778
164512	-8.57	186.0555556
164642	-8.77	185.7333333
164769	-8.11	185.4111111
164894	-8.29	185.0888889
165021	-8.44	184.7666667
165148	-8.3	184.4444444
165274	-8.31	184.1222222
165278	-8.065	183.8
165399	-7.82	185.2111111
165522	-7.98	186.6222222
165646	-8.17	188.0333333
165774	-8.57	189.4444444
165903	-8.53	190.8555556
166029	-7.97	192.2666667
166155	-8.44	193.6777778
166284	-8.39	195.0888889
166299	-8.255	196.5
166411	-8.12	196.5451613
166537	-8.34	196.5903226
166662	-7.65	196.6354839
166785	-7.9	196.6806452
166909	-7.82	196.7258065
167035	-8.45	196.7709677
167164	-8.25	196.816129
167290	-7.99	196.8612903
167414	-7.76	196.9064516
167539	-7.96	196.9516129
167664	-7.96	196.9967742
167790	-8.05	197.0419355
167915	-7.89	197.0870968
168039	-7.56	197.1322581
168159	-7.13	197.1774194
168276	-6.65	197.2225806
168391	-6.62	197.2677419
168506	-6.9	197.3129032
168623	-6.71	197.3580645
168739	-6.94	197.4032258
168857	-7.05	197.4483871
168974	-6.59	197.4935484
169088	-6.33	197.5387097
169201	-6.33	197.583871
169314	-6.29	197.6290323
169425	-5.81	197.6741935
169531	-5.08	197.7193548
169638	-5.83	197.7645161
169750	-6.47	197.8096774
169866	-6.87	197.8548387
169870	-6.74	197.9
169983	-6.61	197.8956522
170101	-7.01	197.8913043
170221	-7.3	197.8869565
170340	-6.71	197.8826087
170455	-6.23	197.8782609
170568	-6.05	197.873913
170683	-6.85	197.8695652
170803	-7.25	197.8652174
170922	-6.61	197.8608696
171040	-7.01	197.8565217
171165	-7.97	197.8521739
171289	-7	197.8478261
171405	-6.16	197.8434783
171519	-6.27	197.8391304
171638	-7.41	197.8347826
171760	-6.88	197.8304348
171880	-7.08	197.826087
172004	-7.65	197.8217391
172132	-8.05	197.8173913
172262	-8.15	197.8130435
172393	-8.14	197.8086957
172522	-7.53	197.8043478
172596	-7.545	197.8
172647	-7.56	197.7
172774	-7.64	197.6
172900	-7.51	197.5
173027	-7.72	197.4
173153	-7.31	197.3
173275	-6.89	197.2
173397	-7.11	197.1
173519	-6.96	197
173642	-7.13	196.9
173761	-6.3	196.8
173875	-5.74	196.7
173988	-5.91	196.6
174105	-6.86	196.5
174226	-6.74	196.4
174344	-6.18	196.3
174459	-6.02	196.2
174573	-5.95	196.1
174617	-6.02	196
174688	-6.09	195.2875
174804	-6.27	194.575
174920	-5.92	193.8625
175034	-6.02	193.15
175150	-6.14	192.4375
175266	-6.16	191.725
175386	-6.84	191.0125
175440	-7.045	190.3
175509	-7.25	190.15
175630	-6.09	190
175746	-6.04	189.85
175866	-7	189.7
175991	-7.22	189.55
176030	-7.225	189.4
176117	-7.23	189.6333333
176244	-7.56	189.8666667
176271	-7.445	190.1
176373	-7.33	191.0777778
176501	-7.5	192.0555556
176630	-7.58	193.0333333
176759	-7.54	194.0111111
176887	-7.19	194.9888889
177015	-7.49	195.9666667
177142	-7.08	196.9444444
177268	-7.06	197.9222222
177393	-6.88	198.9
177517	-6.92	199.8777778
177644	-7.4	200.8555556
177773	-7.44	201.8333333
177900	-6.94	202.8111111
178026	-7.07	203.7888889
178153	-7.25	204.7666667
178283	-7.64	205.7444444
178417	-8.19	206.7222222
178550	-8.17	207.7
178554	-8.15	207.975
178691	-8.28	208.25
178830	-8.35	208.525
178965	-7.5	208.8
179093	-6.77	209.075
179217	-6.65	209.35
179342	-7	209.625
179468	-6.83	209.9
179590	-6.08	210.175
179706	-5.3	210.45
179820	-5.49	210.725
179939	-6.39	211
180060	-6.34	211.275
180182	-6.35	211.55
180304	-6.28	211.825
180426	-6.44	212.1
180546	-6.075	212.375
180546	-5.71	212.65
180663	-5.64	212.925
180779	-5.64	213.2
180780	-5.64	213.7625
180895	-5.32	214.325
181011	-5.73	214.8875
181132	-6.64	215.45
181259	-6.92	216.0125
181382	-5.8	216.575
181502	-6.2	217.1375
181617	-6.485	217.7
181626	-6.77	215.25
181753	-6.71	212.8
181881	-6.95	210.35
182011	-7.3	207.9
182146	-7.87	205.45
182284	-8	203
182421	-7.52	200.55
182447	-7.59	198.1
182556	-7.66	198.3428571
182694	-8.08	198.5857143
182830	-7.29	198.8285714
182965	-7.7	199.0714286
183102	-7.77	199.3142857
183243	-8.58	199.5571429
183355	-8.345	199.8
183386	-8.11	200.0846154
183525	-7.64	200.3692308
183664	-8.17	200.6538462
183807	-8.2	200.9384615
183948	-8.08	201.2230769
184088	-7.79	201.5076923
184229	-8.1	201.7923077
184367	-7.37	202.0769231
184501	-7.1	202.3615385
184641	-8.72	202.6461538
184787	-8.21	202.9307692
184928	-7.75	203.2153846
185063	-7.925	203.5
185069	-8.1	203.95
185212	-8.23	204.4
185354	-7.75	204.85
185494	-7.94	205.3
185640	-8.72	205.75
185788	-8.49	206.2
185931	-7.64	206.65
186071	-7.9	207.1
186213	-7.98	207.55
186356	-7.95	208
186499	-8.14	208.45
186642	-7.68	208.9
186784	-8.09	209.35
186927	-7.94	209.8
187067	-7.36	210.25
187199	-7.315	210.7
187204	-7.27	211.9176471
187343	-7.75	213.1352941
187486	-8.14	214.3529412
187630	-7.78	215.5705882
187770	-7.42	216.7882353
187907	-7.01	218.0058824
188042	-7.03	219.2235294
188181	-7.87	220.4411765
188324	-7.84	221.6588235
188467	-7.63	222.8764706
188609	-7.92	224.0941176
188752	-7.51	225.3117647
188892	-7.46	226.5294118
189030	-7.1	227.7470588
189165	-6.64	228.9647059
189297	-6.48	230.1823529
189335	-6.78	231.4
189431	-7.08	231.4066667
189568	-7.02	231.4133333
189702	-6.63	231.42
189832	-6.02	231.4266667
189961	-6.27	231.4333333
190092	-6.49	231.44
190222	-6	231.4466667
190348	-5.61	231.4533333
190469	-4.84	231.46
190587	-4.79	231.4666667
190705	-4.72	231.4733333
190822	-4.51	231.48
190934	-3.6	231.4866667
191043	-3.68	231.4933333
191057	-4.155	231.5
191156	-4.63	229.26
191276	-5.18	227.02
191398	-5.35	224.78
191522	-5.51	222.54
191592	-5.53	220.3
191647	-5.55	220.0444444
191771	-5.36	219.7888889
191895	-5.46	219.5333333
192018	-4.97	219.2777778
192138	-4.83	219.0222222
192258	-5.02	218.7666667
192382	-5.51	218.5111111
192509	-5.85	218.2555556
192632	-5.93	218
192638	-6.01	218.4047619
192768	-5.97	218.8095238
192895	-5.35	219.2142857
193022	-5.84	219.6190476
193152	-6.21	220.0238095
193285	-6.28	220.4285714
193421	-6.78	220.8333333
193556	-6.25	221.2380952
193687	-5.68	221.6428571
193816	-5.89	222.047619
193946	-5.88	222.452381
194075	-5.63	222.8571429
194201	-5.19	223.2619048
194324	-4.8	223.6666667
194444	-4.53	224.0714286
194565	-4.96	224.4761905
194687	-4.79	224.8809524
194806	-4.23	225.2857143
194926	-5.07	225.6904762
195051	-5.22	226.0952381
195123	-5.06	226.5
195175	-4.9	225.22
195298	-4.81	223.94
195420	-4.92	222.66
195546	-5.48	221.38
195625	-5.68	220.1
195676	-5.88	220.49375
195808	-5.95	220.8875
195940	-5.78	221.28125
196071	-5.73	221.675
196202	-5.59	222.06875
196332	-5.72	222.4625
196463	-5.72	222.85625
196593	-5.45	223.25
196722	-5.37	223.64375
196846	-4.49	224.0375
196965	-4.04	224.43125
197086	-4.86	224.825
197211	-5.17	225.21875
197338	-4.97	225.6125
197462	-4.79	226.00625
197567	-4.83	226.4
197587	-4.87	228.0444444
197711	-4.83	229.6888889
197833	-4.3	231.3333333
197954	-4.48	232.9777778
198075	-4.07	234.6222222
198192	-3.85	236.2666667
198309	-3.8	237.9111111
198426	-3.81	239.5555556
198442	-3.745	241.2
198542	-3.68	241.4333333
198656	-3.2	241.6666667
198768	-3.29	241.9
198881	-3.08	242.1333333
198992	-2.96	242.3666667
199025	-3.165	242.6
199104	-3.37	242.88
199220	-3.84	243.16
199337	-3.62	243.44
199452	-3.4	243.72
199567	-3.63	244
199682	-3.17	244.28
199793	-2.8	244.56
199904	-2.95	244.84
200015	-2.68	245.12
200124	-2.78	245.4
200236	-3.07	245.68
200345	-2.23	245.96
200451	-2.02	246.24
200558	-2.42	246.52
200666	-2.48	246.8
200776	-2.82	247.08
200887	-2.84	247.36
200998	-2.78	247.64
201109	-2.59	247.92
201216	-1.9	248.2
201319	-1.49	248.48
201423	-1.96	248.76
201529	-2.11	249.04
201635	-1.99	249.32
201742	-2.26	249.6
201849	-2.08	249.88
201957	-2.34	250.16
202065	-2.02	250.44
202169	-1.53	250.72
202212	-1.965	251
202275	-2.4	249.81
202386	-2.59	248.62
202496	-2.51	247.43
202607	-2.54	246.24
202717	-2.35	245.05
202826	-2.29	243.86
202936	-2.49	242.67
203046	-2.38	241.48
203155	-1.98	240.29
203191	-1.953333333	239.1
203200	-1.926666667	239.7142857
203262	-1.9	240.3285714
203370	-2.34	240.9428571
203481	-2.56	241.5571429
203527	-2.495	242.1714286
203592	-2.43	242.7857143
203704	-2.73	243.4
203818	-2.92	244.0142857
203933	-3.03	244.6285714
203980	-3.065	245.2428571
204049	-3.1	245.8571429
204164	-2.71	246.4714286
204278	-2.84	247.0857143
204283	-2.976666667	247.7
204325	-3.113333333	247.3333333
204394	-3.25	246.9666667
204512	-3.17	246.6
204629	-2.94	246.2333333
204743	-2.56	245.8666667
204857	-2.78	245.5
204973	-3.17	245.1333333
205092	-3.55	244.7666667
205148	-3.62	244.4
205214	-3.69	241.275
205336	-3.68	238.15
205386	-3.663333333	235.025
205435	-3.646666667	231.9
205458	-3.63	231.975
205582	-3.95	232.05
205708	-4.25	232.125
205715	-4.283333333	232.2
205760	-4.316666667	231.5
205836	-4.35	230.8
205965	-4.45	230.1
206097	-4.95	229.4
206119	-5	228.7
206232	-5.05	228.3
206287	-4.86	227.9
206366	-4.67	227.5
206496	-4.39	227.1
206627	-4.62	226.7
206672	-4.63	226.3
206681	-4.64	226.92
206759	-4.65	227.54
206890	-4.27	228.16
207019	-4.37	228.78
207029	-4.343333333	229.4
207072	-4.316666667	229.8
207149	-4.29	230.2
207278	-4.31	230.6
207409	-4.49	231
207412	-4.45	231.4
207463	-4.41	232.3714286
207540	-4.37	233.3428571
207671	-4.47	234.3142857
207803	-4.51	235.2857143
207857	-4.31	236.2571429
207933	-4.11	237.2285714
207991	-4.065	238.2
208061	-4.02	237.8666667
208061	-4.13	237.5333333
208177	-4.24	237.2
208191	-4.35	236.3
208244	-4.025	235.4
208319	-3.7	234.5
208445	-3.81	233.6
208571	-3.68	232.7
208623	-3.635	231.8
208696	-3.59	230.9
208794	-3.595	230
208821	-3.6	232.625
208946	-3.55	235.25
209072	-3.7	237.875
209073	-3.38	240.5
209195	-3.06	240.925
209315	-2.88	241.35
209364	-2.976666667	241.775
209414	-3.073333333	242.2
209436	-3.17	242.5428571
209560	-3.55	242.8857143
209686	-3.73	243.2285714
209812	-3.48	243.5714286
209864	-3.53	243.9142857
209938	-3.58	244.2571429
210022	-3.325	244.6
210062	-3.07	244.3666667
210182	-2.51	244.1333333
210232	-2.575	243.9
210300	-2.64	244.3857143
210418	-2.67	244.8714286
210466	-2.79	245.3571429
210538	-2.91	245.8428571
210659	-2.79	246.3285714
210777	-2.33	246.8142857
210830	-2.235	247.3
210893	-2.14	248.8666667
210941	-2.163333333	250.4333333
211005	-2.186666667	252
211009	-2.21	251.15
211057	-2.425	250.3
211127	-2.64	249.45
211246	-2.67	248.6
211366	-2.56	247.75
211476	-2.545	246.9
211485	-2.53	245.8428571
211603	-2.28	244.7857143
211651	-2.445	243.7285714
211721	-2.61	242.6714286
211842	-2.8	241.6142857
211892	-2.533333333	240.5571429
211929	-2.266666667	239.5
211960	-2	243.08
212075	-2.03	246.66
212190	-1.81	250.24
212237	-1.93	253.82
212281	-2.05	257.4
212305	-2.17	256
212422	-2.07	254.6
212538	-2.03	253.2
212653	-1.65	251.8
212700	-1.64	250.4
212766	-1.63	249
212881	-2.07	247.6
212928	-1.86	246.2
212996	-1.65	244.8
213005	-1.575	243.4
213109	-1.5	244.1090909
213223	-1.96	244.8181818
213338	-1.76	245.5272727
213453	-1.67	246.2363636
213567	-1.82	246.9454545
213684	-2.06	247.6545455
213799	-1.45	248.3636364
213911	-1.35	249.0727273
214024	-1.58	249.7818182
214138	-1.5	250.4909091
214153	-1.45	251.2
214251	-1.4	250.3090909
214297	-1.405	249.4181818
214364	-1.41	248.5272727
214478	-1.61	247.6363636
214592	-1.58	246.7454545
214639	-1.47	245.8545455
214706	-1.36	244.9636364
214819	-1.29	244.0727273
214932	-1.39	243.1818182
214978	-1.483333333	242.2909091
215041	-1.576666667	241.4
215047	-1.67	241.2428571
215161	-1.4	241.0857143
215274	-1.24	240.9285714
215386	-1.02	240.7714286
215432	-0.965	240.6142857
215497	-0.91	240.4571429
215593	-1.065	240.3
215608	-1.22	240.9
215723	-1.74	241.5
215839	-1.45	242.1
215879	-1.62	242.7
215955	-1.79	243.2333333
216003	-1.953333333	243.7666667
216003	-2.116666667	244.3
216075	-2.28	244.8333333
216197	-2.39	245.3666667
216319	-2.11	245.9
216369	-2.125	246.4333333
216439	-2.14	246.9666667
216459	-2.12	247.5
216560	-2.1	248.2
216678	-1.39	248.9
216792	-1.05	249.6
216839	-1.01	250.3
216904	-0.97	251
217009	-1.1	251.7
217018	-1.23	251.575
217131	-1.07	251.45
217244	-0.86	251.325
217271	-0.94	251.2
217356	-1.02	249.2333333
217470	-1.13	247.2666667
217574	-1.165	245.3
217584	-1.2	245.35
217676	-1.19	245.4
217699	-1.18	244.7875
217817	-2.18	244.175
217939	-2.04	243.5625
217989	-1.945	242.95
218060	-1.85	242.3375
218181	-1.97	241.725
218303	-2.08	241.1125
218342	-2.14	240.5
218426	-2.2	238.74
218551	-2.62	236.98
218602	-2.925	235.22
218681	-3.23	233.46
218814	-3.2	231.7
218946	-2.94	229.94
219000	-2.92	228.18
219076	-2.9	226.42
219207	-2.98	224.66
219339	-3.17	222.9
219393	-3.26	221.14
219472	-3.35	219.38
219605	-2.84	217.62
219660	-2.985	215.86
219679	-3.13	214.1
219680	-3.275	212.2
219738	-3.42	213.175
219878	-4.37	214.15
220023	-4.31	215.125
220042	-4.27	216.1
220167	-4.23	216.15
220182	-4.296666667	216.2
220226	-4.363333333	213.7
220312	-4.43	211.2
220461	-4.99	208.7
220613	-4.84	206.2
220758	-4.676666667	203.7
220760	-4.513333333	207.2
220761	-4.35	207.625
220907	-4.49	208.05
220967	-4.67	208.475
221054	-4.85	208.9
221058	-5.03	208.3666667
221210	-4.89	207.8333333
221272	-4.92	207.3
221363	-4.95	206.7666667
221520	-5.78	206.2333333
221612	-5.985	205.7
221684	-6.19	205.47
221850	-6.02	205.24
222015	-6.06	205.01
222182	-6.21	204.78
222355	-7.07	204.55
222426	-7.18	204.32
222535	-7.29	204.09
222711	-6.49	203.86
222885	-6.78	203.63
222958	-6.9	203.4
223062	-7.02	205.86
223135	-6.955	208.32
223240	-6.89	210.78
223420	-7.3	213.24
223446	-7.465	215.7
223605	-7.63	218.0555556
223681	-7.615	220.4111111
223792	-7.6	222.7666667
223979	-7.55	225.1222222
224164	-7.36	227.4777778
224240	-7.5	229.8333333
224351	-7.64	232.1888889
224536	-7.19	234.5444444
224630	-6.925	236.9
224716	-6.66	236.5
224888	-5.89	236.1
224959	-6.055	235.7
225058	-6.22	235.3
225229	-6.2	234.9
225299	-6.04	234.5
225399	-5.88	234.0333333
225469	-5.583333333	233.5666667
225509	-5.286666667	233.1
225562	-4.99	230.2333333
225726	-5.96	227.3666667
225888	-6.275	224.5
225900	-6.59	225.4875
225971	-6.155	226.475
226072	-5.72	227.4625
226238	-5.58	228.45
226408	-6.17	229.4375
226582	-6.33	230.425
226653	-6.396666667	231.4125
226710	-6.463333333	232.4
226758	-6.53	232.7
226939	-7.04	233
227128	-7.7	233.3
227321	-7.62	233.6
227384	-7.405	233.9
227512	-7.19	236.5
227699	-7.12	239.1
227840	-6.965	241.7
227883	-6.81	241.8521739
227958	-6.655	242.0043478
228064	-6.5	242.1565217
228241	-6.01	242.3086957
228416	-6.19	242.4608696
228488	-6.5	242.6130435
228596	-6.81	242.7652174
228783	-7.33	242.9173913
228974	-7.34	243.0695652
229052	-7.265	243.2217391
229165	-7.19	243.373913
229354	-7.01	243.526087
229541	-6.89	243.6782609
229726	-6.71	243.8304348
229802	-6.525	243.9826087
229909	-6.34	244.1347826
230088	-6.15	244.2869565
230161	-6	244.4391304
230264	-5.85	244.5913043
230440	-6.17	244.7434783
230618	-5.94	244.8956522
230691	-5.946666667	245.0478261
230703	-5.953333333	245.2
230794	-5.96	246.58
230972	-6.09	247.96
231146	-5.37	249.34
231315	-5.15	250.72
231382	-5.11	252.1
231482	-5.07	249.96
231649	-4.98	247.82
231815	-4.93	245.68
231979	-4.54	243.54
231990	-4.46	241.4
232140	-4.38	242.4
232206	-4.323333333	243.4
232206	-4.266666667	244.4
232299	-4.21	245.4
232458	-4.29	246.4
232570	-4.225	247.4
232617	-4.16	246.7857143
232682	-4.035	246.1714286
232774	-3.91	245.5571429
232838	-3.855	244.9428571
232930	-3.8	244.3285714
233083	-3.44	243.7142857
233102	-3.495	243.1
233146	-3.55	242.5428571
233146	-3.605	241.9857143
233236	-3.66	241.4285714
233390	-3.71	240.8714286
233453	-3.485	240.3142857
233542	-3.26	239.7571429
233646	-3.065	239.2
233691	-2.87	240.5
233836	-2.59	241.8
233979	-2.33	243.1
234122	-2.78	244.4
234126	-2.72	245.7
234268	-2.66	245.7666667
234411	-2.22	245.8333333
234470	-2.22	245.9
234552	-2.22	246.4
234694	-2.25	246.9
234781	-2.45	247.4
234837	-2.65	248.5
234896	-2.71	249.6
234984	-2.77	250.7
235129	-2.44	251.8
235213	-2.185	252.9
235271	-1.93	253.6666667
235329	-1.925	254.4333333
235411	-1.92	255.2
235552	-2.24	255.9666667
235694	-2.13	256.7333333
235836	-2.11	257.5
235977	-1.89	258.2666667
236114	-1.45	259.0333333
236236	-1.425	259.8
236250	-1.4	260.3666667
236385	-1.11	260.9333333
236518	-1.17	261.5
236652	-1.15	262.0666667
236785	-0.94	262.6333333
236851	-0.77	263.2
236916	-0.6	264.5166667
236970	-0.25	265.8333333
237043	0.1	267.15
237166	0.16	268.4666667
237288	0.48	269.7833333
237338	0.42	271.1
237410	0.36	272.4166667
237529	1.03	273.7333333
237643	1.73	275.05
237690	1.735	276.3666667
237755	1.74	277.6833333
237831	1.865	279
237866	1.99	279.2166667
237912	2.095	279.4333333
237975	2.2	279.65
238084	2.09	279.8666667
238194	1.9	280.0833333
238199	1.825	280.3
238306	1.75	278.4666667
238419	1.66	276.6333333
238532	1.55	274.8
238578	1.425	272.9666667
238647	1.3	271.1333333
238764	1.12	269.3
238883	0.99	267.4666667
238932	0.89	265.6333333
238935	0.79	263.8
239003	0.69	260.95
239125	0.56	258.1
239248	0.46	255.25
239250	0.246666667	252.4
239298	0.033333333	251.775
239375	-0.18	251.15
239506	-0.54	250.525
239545	-0.915	249.9
239642	-1.29	246.6
239698	-1.525	243.3
239784	-1.76	240
239866	-1.99	236.7
239931	-2.22	235.125
240080	-2.12	233.55
240141	-2.276666667	231.975
240201	-2.433333333	230.4
240231	-2.59	227.65
240387	-3.09	224.9
240548	-3.43	222.15
240577	-3.47	219.4
240614	-3.51	219.0384615
240711	-3.55	218.6769231
240877	-3.85	218.3153846
241048	-4.17	217.9538462
241118	-4.386666667	217.5923077
241118	-4.603333333	217.2307692
241224	-4.82	216.8692308
241406	-5.23	216.5076923
241596	-5.8	216.1461538
241674	-6.005	215.7846154
241792	-6.21	215.4230769
241991	-6.1	215.0615385
242068	-5.98	214.7
242187	-5.86	213.4916667
242267	-5.83	212.2833333
242382	-5.8	211.075
242576	-5.74	209.8666667
242770	-5.65	208.6583333
242850	-5.335	207.45
242959	-5.02	206.2416667
243144	-4.93	205.0333333
243330	-5.18	203.825
243406	-5.32	202.6166667
243519	-5.46	201.4083333
243653	-5.695	200.2
243714	-5.93	202.94
243916	-6.38	205.68
243999	-6.6	208.42
244124	-6.82	211.16
244215	-6.88	213.9
244337	-6.94	211.2571429
244424	-6.966666667	208.6142857
244424	-6.993333333	205.9714286
244551	-7.02	203.3285714
244639	-7.045	200.6857143
244767	-7.07	198.0428571
244863	-7.02	195.4
244983	-6.97	195.66
245196	-6.72	195.92
245283	-6.65	196.18
245407	-6.58	196.44
245483	-6.645	196.7
245618	-6.71	196.375
245834	-7.19	196.05
246053	-7.07	195.725
246090	-6.965	195.4
246269	-6.86	195.85
246485	-6.83	196.3
246574	-6.805	196.75
246700	-6.78	197.2
246917	-7.07	197.65
247135	-6.92	198.1
247351	-6.6	198.55
247447	-6.69	199
247566	-6.78	199.725
247785	-7.13	200.45
248007	-7.13	201.175
248087	-7.115	201.9
248229	-7.1	202.25
248453	-7.36	202.6
248545	-7.385	202.95
248680	-7.41	203.3
248907	-7.24	203.65
248980	-7	204
249128	-6.76	203.9888889
249219	-6.635	203.9777778
249345	-6.51	203.9666667
249560	-6.48	203.9555556
249772	-6.11	203.9444444
249984	-6.39	203.9333333
250199	-6.52	203.9222222
250413	-6.17	203.9111111
250461	-5.883333333	203.9
250501	-5.596666667	204.625
250618	-5.31	205.35
250818	-5.29	206.075
251021	-5.72	206.8
251104	-6.03	207.525
251231	-6.34	208.25
251448	-6.48	208.975
251521	-6.49	209.7
251666	-6.5	208.7
251883	-6.25	207.7
252102	-6.79	206.7
252174	-6.975	205.7
252329	-7.16	206.34
252422	-6.825	206.98
252553	-6.49	207.62
252769	-6.01	208.26
252959	-6.28	208.9
252986	-6.55	209.7285714
253075	-6.84	210.5571429
253213	-7.13	211.3857143
253442	-6.93	212.2142857
253670	-6.88	213.0428571
253763	-6.796666667	213.8714286
253880	-6.713333333	214.7
253896	-6.63	216.2
254121	-6.75	217.7
254345	-6.45	219.2
254560	-5.6	220.7
254767	-5.14	222.2
254972	-5.41	223.7
255056	-5.59	225.2
255183	-5.77	226.7
255233	-5.965	228.2
255399	-6.16	222.54
255620	-6.39	216.88
255711	-6.41	211.22
255844	-6.43	205.56
256053	-6.395	199.9
256068	-6.36	202.85
256294	-6.69	205.8
256387	-6.776666667	208.75
256501	-6.863333333	211.7
256525	-6.95	207.1
256759	-6.93	202.5
256994	-7.13	197.9
257234	-7.42	193.3
257247	-7.5	188.7
257479	-7.58	188.2
257726	-7.7	187.7
257792	-7.75	187.2
257827	-7.8	188.6
257975	-7.85	190
258224	-7.5	191.4
258471	-7.67	192.8
258477	-7.84	194.2
258723	-8.01	195.7666667
258978	-7.98	197.3333333
259228	-8.035	198.9
259235	-8.09	196.06
259340	-8.07	193.22
259492	-8.05	190.38
259750	-7.99	187.54
259958	-8.145	184.7
260009	-8.3	185.84
260272	-8.31	186.98
260380	-8.285	188.12
260536	-8.26	189.26
260754	-8.39	190.4
260801	-8.52	191.1
261069	-8.43	191.8
261179	-8.43	192.5
261336	-8.43	193.2
261595	-8.31	193.9
261602	-8.19	193.95
261865	-8.16	194
261973	-8.29	194.05
262131	-8.42	194.1
262399	-8.3	194.15
262411	-8.255	194.2
262665	-8.21	195.04
262933	-8.42	195.88
263043	-8.275	196.72
263201	-8.13	197.56
263207	-8.105	198.4
263466	-8.08	197.1
263732	-8.3	195.8
264004	-8.53	194.5
264046	-8.23	193.2
264273	-7.93	195
264383	-7.725	196.8
264533	-7.52	198.6
264792	-7.86	200.4
264834	-7.855	202.2
265055	-7.85	202.775
265321	-8.13	203.35
265595	-8.57	203.925
265703	-8.306666667	204.5
265707	-8.043333333	205.8
265865	-7.78	207.1
266123	-7.18	208.4
266380	-7.61	209.7
266492	-7.68	211
266643	-7.75	211.88
266905	-7.54	212.76
267167	-7.66	213.64
267431	-7.65	214.52
267434	-7.465	215.4
267692	-7.28	216.5857143
267946	-6.86	217.7714286
268050	-6.725	218.9571429
268194	-6.59	220.1428571
268435	-5.96	221.3285714
268677	-6.61	222.5142857
268679	-6.69	223.7
268926	-6.77	224.4
269178	-6.84	225.1
269429	-6.65	225.8
269532	-6.62	226.5
